review,rating,sentiment
Seri bom tem uma forma de gerar relatório de despesas para empresa e também comprr crédito antecipado com desconto para uso por equipes,5,1
Ótimo app! Até hoje nunca me deixou na mão. Motoristas e carros muito bons. E muitas promoções.,5,1
"Adorei o aplicativo, ja recebi vários cupons de desconto e todos funcionaram perfeitamente bem! Super recomendo!",5,1
"O aplicativo me cobrou R$ 5,00 só por tentar utilizar um cupom de desconto. Já informei meu cartão da cobrança ilegal e se insistirem abrirei um processo de cobrança indevida e danos morais.",1,0
O aplicativo atende apesar de não ser o melhor. Ruim mesmo é o serviço dos taxistas. Este sim é péssimo em boa parte das vezes.,1,0
"Muitas vezes eu preciso de taxi, quero usar corredor, ou simplesmente não ter que ficar explicando o caminho para um motorista inexperiênte. Sem contar a sensação de insegurança em entrar em um carro de passeio com um estranho não credenciado legalmente como motorista. Ou seja, eu quero ter a opção de não receber POP quando peço TAXI. Isso acaba com a transparência do aplicativo. Se continuar acontecendo vou desinstalar como fiz com o Easy e procurar outra opção.",2,0
"Mto bom, facilita a vida de quem utiliza taxi.",5,1
"É melhor que chamar táxi na rua porém Uber é melhor.

Enganação:
-Antes havia estimativa mínima e máxima (sempre era a máxima ao terminar a corrida). Agora você tem apenas estimativa mínima do tipo ""corrida vai custar PELO MENOS R$ X"". Fazem isso pra você achar que vai sair mais barato que Uber mas na verdade o preço sempre é maior, inclusive quando é hora pico. 
-O tempo de espera é sempre o dobro do estimado.

Pra quem mora em SP, existe uma opção muito interessante que é de carro particular. Pra passageiro é mais barato que Uber e pra motorista, a comissão é a metade do que a Uber cobra. 

Tirando essa opção, vá de Uber.",2,0
"Aplicativo prático, de fácil operação. Recomendo.",5,1
"Taxista saiu do caminho e a corrida custou 15 reais mais cara. Resposta do suporte da 99? ""Sentimos muito"".",1,0
"A 99 manda desconto para o carnaval, porém não encontrei o compus de preencher o desconto. Inclusive o motorista do 99pop não sabia me informar",1,0
"Aplicativo fraco, super limitado. Sem possibilidade de resolução de problema. A concorrência tá muito melhor.",2,0
"A nova atualizaçao te pergunta se você quer receber notificações 2x a cada vez que você abre o aplicativo. Se eu selecionei essa opção, estou ciente da escolha!!! Me deixe usar o aplicativo em paz.",1,0
"Tenho recebido um aviso de corrida que não pode ser cobrada. Eu não fiz essa corrida... e venho tentando enviar mensagem pelo aplicativo e não consigo porque o botão de envio fica permanentemente desabilitado. E, sem resolver, não consigo usar voucher de promoção. Me ajudem a resolver, pfv",1,0
"Não consigo cadastrar o pagamento em PayPal, e já tentei contato via e-mail e sem retorno algum.",1,0
O programa não está permitindo inserir um endereço de destino que já não esteja na minha lista. Inviabiliza o uso.,5,1
"Cuidado!!!
Fui cobrada em valor muitíssimo superior (não sei se por problema no aplicativo ou por falha do motorista em encerrar a corrida). Tentei contato por diversos canais, mas sem retorno.",1,0
Demora demais pra achar taxi e quando acha eles demoram muito pra chegar. Quase fui assaltada outro dia tentando chamar um taxi por mais de meia hora as 22hrs no CENTRO DE SAO PAULO. Como não tinha nenhum??? Muito ruim.,2,0
"Ótima opção para quem não quer pegar Uber e quer permanecer nos táxis 
Veja bem
Já usei Uber e com 99, 1 a cada dez taxistas não prestam, mas é só avaliar ele ruim q ele nunca mais vem pra você :) nada a reclamar a não ser realmente do tempo de espera que sempre é maior do que o esperado",5,1
Funciona muito bem,5,1
"Nota zero, por varias vezes tentei pedir um carro pelo aplicativo, com tarifa reduzida e SEMPRE vinha como resposta que nao havia carros disponíveis. No início fui muito bem atendido, mas agora o serviço está deixando a desejar.",1,0
"Preferido pelos taxistas, substitui o Easytaxi definitivamente pelos serviços da 99taxis.
Só precisa aceitar mais cartões de crédito ao invés de apenas um. Nesse quesito a Easytaxi ganha.",5,1
"99 tem se mostrado o melhor aplicativo para táxis disponível. A equipe atendeu as reclamações feitas aos motoristas, ao contrário de outras empresas como EasyTaxi que não dão a mínima aos usuários. Parabéns!",5,1
É bom mas o uber eh melhor,5,1
É um bom aplicativo. Vale a pena ter. Show de bola!,5,1
"Adoro o app! Mas queria muito a opção de deixar os meus endereços favoritos salvos de uma vez! É muito chato e demorado ter que usar o app para gravar os endereços. Tenho mais de 12 endereços que já gostaria de deixar salvo no aplicativo. Por favor, trabalhem nisso para facilitar nosso dia a dia.",4,1
Mais rápido y não tem trânsito,5,1
"App muito bom, bons motoristas e resposta muito rápida!",5,1
Amazing,5,1
"Rápido, prático e eficiente!",5,1
Passageiro 99 desde sempre. A modernização que todos queriam já existe há muito tempo. 99 é o aplicativo de/para quem trabalha de verdade.,5,1
App muito bom!,5,1
O melhor aplicativo de taxi.,5,1
Não aconselho... Muito ruim! Chama sempre taxi mais longe...,1,0
"Prático e rápido, muito útil. Ainda mais quando oferecem descontos",5,1
Serviço excelente e finalmente a solução para pagamentos on line em serviço público!,5,1
Muito bom aplicativo!,5,1
Otimo,5,1
Uso demais. Muito bom.,4,1
Melhor opcao para quem esta como turista e não conhece a região pois o app te da a rota e valor aproximado de cobrança da corrida.,5,1
"Super rápido e confiável,",5,1
Parabéns pelo app. Excelente,5,1
Muito bom é fácil de usar!!!!,5,1
Não é do PT.,5,1
Excelente,5,1
Sempre resolve alcança minhas expectativas! 👍🏻,5,1
Muito bom. Boa cobertura.,5,1
Tive uma péssima experiência com um taxista e a empresa responsável pelo App não fez nada com o motorista. Não me sinto seguro,1,0
Mais caro,3,1
"Não sei mais viver sem a comodidade do 99 taxis. Com o app, não preciso mais sair do conforto da minha casa para pedir um táxi ou fazer ligações telefônicas para cooperativas. Além disso, o pagamento diretamente no aplicativo traz a tranquilidade de não precisar sacar dinheiro para me deslocar.",5,1
Irado! Que venha agora o 99TOP!!!,5,1
App pra todas as horas,5,1
Excelente serviço,5,1
"Foram laçadas corridas em meu cartão de crédito, sem eu nunca ter utilizado o aplicativo. Fui obrigado a cancelar o cartão.",1,0
"Muito bom, rápido, pratico e seguro.",3,1
"Único, nunca falha! Melhorou a qualidade do transporte executivo por si só!",5,1
"Nao permiti logar com conta existente - sempre leva a criar uma nova. Daí perde as informacoes de pagamento e do corporativo

Feature de inserir o endereço para o motorista via app não funciona",3,1
Gostei do app,5,1
"Bom aplicativo, mas o GPS falha por vezes, gerando confusão no atendimento.
Mesmo assim, vale a pena, pois é prático e seguro",4,1
App muito bom!! Não tenho do que reclamar.,5,1
Aplicativo simples e muito fácil de usar. O serviço é o melhor que tem. Excelente.,5,1
Funciona muito bem no Rio de Janeiro.,5,1
"Adorei voltar para o Brasil e encontrar inovações na maneira de conseguir um táxi. Adoro tb os cupons de desconto que são fáceis de conseguir, muito vezes usei e não paguei nada pela corrida. Super recomendo.",5,1
Muito bom o aplicativo!,5,1
Muito bom!,5,1
"O taxi sempre chega rápido, a forma de pagamento é excelente pois não preciso mais me preocupar em ter dinheiro e ainda consigo carregar meu celular durante a corrida...D+",5,1
Nunca consigo conectar com 4g somente com wifi !,5,1
"Muito bom mesmo, rapido demais",5,1
"Quando escolho o meio de pagamento Johnny Walker, ele me leva a uma página em que preencho alguns dados, então aparece que está ok e que tenho direito a desconto, mas depois volta para a página de escolher meio de pagamento. Se tento de novo dá o mesmo problema.",2,0
Achei meu iPhone graças ao recibo automático que recebi contendo a placa do veículo. Obrigado 99! Obrigado Vlademir! FKD7919!,5,1
"Minha rua é mão única tem uns 15 anos. Apesar disso, apesar de eu ter avisado a 99Táxi algumas vezes do problema, mesmo assim o mapa continua indicando aos taxistas credenciados para entrar na contra-mão. Fora esse tipo de problema, é um bom app.",4,1
"Aplicativo muito eficiente e funcional. A única queixa é dos sms que demoram a ser enviados. No mais, o aplicativo eh excelente.",5,1
"Deveriam criar uma funcionalidade para parentes ou amigos receberem também, como segurança,  os dados do motorista, local e hora do embarque.
Usar rastreamento de pagamento com débito e credito, evitando máquinas de clonagem de cartão.
Melhor serviço de táxi em são paulo!",5,1
Muito bom aplicativo ! Sempre uso e sempre dá certo,5,1
Muito pratico,5,1
"Muitos taxistas disponíveis, ótimo design do app, fácil de usar",5,1
"O aplicativo deveria ter um passcode para visualizar os
Cartões de Credito cadastrados.

No mais, muito bom.",4,1
Parabéns pelo aplicativo! Muito bom!👏🏻,5,1
"Quando comparado com aplicativos concorrentes como o EasyTaxi o 99 se sobressai, pois o taxista que vem é O MAIS PRÓXIMO, não o primeiro a atender o pedido. Tem 20% de desconto em toda corrida paga pelo cartão de crédito e tem vários cupons de desconto! Ótimo.",5,1
"Péssima primeira impressão, baixei ontem pois precisava urgente de um táxi e não consegui um carro, fiz varias tentativas.",1,0
Eu já experimentei outros apps de taxi mas o 99 é o melhor.,5,1
Serviço rápido e preço justo! Gosto muito.,4,1
Sei não,3,1
"Usava muito o app, até esta última experiência. Tentei táxi durante 25 minutos para ir de SP à São Bernardo. Dos taxistas que atenderam o chamado, um errou sucessivas vezes o caminho, se distanciando cada vez mais. Os outros dois simplesmente não saiam do ponto. Em nova tentativa, o app retornava como ""Sem táxi disponível"", com a mesma mensagem várias vezes. 
Por fim baixei o easytaxi e finalmente consegui um. 
Péssima experiência pra um cliente constante.",1,0
Não carrego dinheiro e só posso pagar no cartão. Não acho que o tempo estimado funcione bem em nenhum momento mas a parte virtual do carro andando vale. De resto tudo otimo,5,1
Usando paypal ainda ganha 20% de desconto na corrida,5,1
Recomendo a todos!,5,1
"Entre abrir o aplicativo e chegar o taxi não se passaram 5minutos. Segurança para mim e principalmente para o motorista. Claro que vai depender de sua localidade, local isolado será mais lento.",5,1
Nunca deixou furo !,5,1
Muito mal vocês terem tirado o cartão de crédito para pagamento e nos obrigar a ter conta no Paypal. Lamentável,5,1
Simplesmente essencial para qualquer ocasião.,5,1
"E se algo dá errado, tenho feedback imediato da central.",5,1
"... Mas não raro o taxi que aceita a corrida está muito longe (e com pressa fica inviável aguardar). Se cancelar a corrida e isso acontecer novamente, nem pense em cancelar. Perca o seu compromisso e aguarde o taxi vir do fim do mundo, pois se cancelar mais de duas vezes, v. é bloqueado. Não raro uso o Easy Taxi, pois o 99 dá esse tipo de problema. Uma pena, pois o aplicativo, no geral, é bom.",1,0
Ótimo app. Continuem com os cupons. Estimulam muito o uso.,4,1
"Na verdade o aplicativo não aceita pagamento com cartão de crédito. Na verdade você é obrigado a abrir uma conta no PayPal. 
Como eu não quero este tipo conta apaguei o aplicativo. 
Recomendo o Easy Taxi que aceita cartão de crédito.",1,0
"20% de desconto, sempre tem taxi bem perto e nunca dá problema pra pagar. Depois de conhecer esse aplicativo, abandonei o Easy Taxi, que sempre dava vários problemas pra pagar",5,1
"Eles realmente se preocupam com os clientes, e se acontece de aparecer um taxista ruim, eles realmente falam com o mesmo! Serviço ao cliente PERFEITO!! Parabéns!",5,1
Rápido e eficiente,5,1
"Uso diário, sem estresse. Fácil e rápido.",5,1
Pedi táxi pelo aplicativo e funcional td rápido e de forma prática!,5,1
Prático e ágil. Muito bom.,5,1
"Uma nova maneira de relacionar-se com os motoristas: de forma direta, não mais existindo a operadora da central de radiotáxi, a qual muitas vezes (a grande maioria) deixava a desejar... Parabéns 99Taxis pela excelência do serviço prestado por esse aplicativo!!! Obrigado...",5,1
As diversas promoções e o pagamento via PayPal são revolucionários. Parabéns pessoal!,5,1
"Melhor app de taxi do Brasil! Fácil e confiável, tem sempre as melhores promoção e descontos via paypal/crédito. Virei fã!!!",5,1
"Conheci o app por patrocinar o Cruzeiro, e não me deixou na mão. Taxi na minha casa em menos de dois minutos!",5,1
"Eu amo o 99, me ajuda todos os dias a pegar taxi. O melhor deste aplicativo é que eu sei quanto tempo o taxista vai demorar para me buscar, é fácil me comunicar com o taxista, caso necessário e eu me sinto muito mais segura para pegar taxi. Continuem melhorando o app!!",5,1
Nunca funciona ! Sempre buga,1,0
Baixei pelo patrocínio do Corinthians!,4,1
"Conheci o app por este ter fechado patrocínio com o Corinthians. Se mostrou uma excelente aquisição pela facilidade e funcionalidade. Clube com dinheiro, torcedor feliz e app divulgado.",5,1
"Muito bom , e super prático recomendo a todos",5,1
Sempre que precisei funcionou,5,1
App muito bom! Todos os taxistas sao gente fina!,5,1
Funciona perfeitamente! Já usei várias vezes e nunca me deixou na mão.,5,1
"funciona direitinho. pagamento com paypal. nao precisa de dinheiro ou cartao na mao, rapido e eficiente.",5,1
"Tanto no Rio quanto em SP nunca me deixou na mão. Fácil de usar, sem complicação...",5,1
Estava cansada de não ser atendida por rádio táxis. O aplicativo funciona muito bem em São Paulo! Nunca tive problema!,5,1
Comecei a usar por causa do patrocínio! Aplicativo funciona mt bem tanto em SP quanto no RJ! Principalmente para pagamento por cartao de credito!,1,0
Super rápido e de confiança.,5,1
Realmente de todos que ja usei é o melhor!,5,1
"O aplicativo é bom mas NÃO seleciona os PROFISSIONAIS que trabalham por eles! Ao solicitar uma corrida um motorista que me parecia um b**dido, quando questionei sobre a volta que estava dando para chega ele exaltado  me responde: 
- você sabe com quem você tá falando ! Fica na sua ai! 
mal vestido mal falava português...Um pequeno resumo do que passei 
Cuidado!",1,0
Aplicativo muito bom!!!,5,1
"Uma palavra: 
Competência!",5,1
App útil e funciona muito bem. Evita problemas na hora de achar um Táxi.,5,1
Uma mão na roda. Poder pagar com PayPal é a melhor coisa.,5,1
falta de comprometimento dos taxistas. TODAS as vezes que eu tentei pedir um taxi na emergência os taxistas aceitavam as corridas e cancelavam. Desisto.,5,1
Excelente app! Largamente utilizada por taxistas em SP e com boa aceitação! Uso sempre que preciso de um táxi e pouquíssimas vezes tive problemas. Uma ótima opção e sem custos adicionais!!!! :-),4,1
"Meu primeiro app de taxi. E agora que já tive a oportunidade de usar várias vezes, muito provavelmente o último também. =]",5,1
"Esse é ""O"" aplicativo!! Mudou a minha vida no quesito solicitação de taxi. E vai mudar a sua tambem. Muito, mas muito prático e intuitivo. Te dá total segurança, mostra até a placa do carro do taxi que vai te pegar. O taxi demorou? Sem problemas você cancela e pede outro! Você pode pagar via PayPal. Quer mais praticidade que isso? Nem dinheiro nem cartão! Não imaginei que fosse ver um app assim tão cedo.",5,1
"Da de 10 na concorrência. Mostra a posição dos táxis, rápido e eficiente.",5,1
"Aplicativo bom, porém a empresa falha ao instruir os motoristas a não cobrar adicional, a não chegar no cliente já com o taxímetro ligado e sem avisar.",1,0
apenas,5,1
😍😍😍,5,1
"Nunca esperei mais que 5 minutos. 
Funciona muito bem.",5,1
Aplicativo show para pedir e gerenciar pagamentos de taxi.,5,1
Principalmente P qm precisa de pagar c cartão...,5,1
"Excelente aplicativo -- seguro para ambas as partes, permite escolher diferentes formas de pagamento e mostra em tempo real a localização do carro. Brilhante !",5,1
Melhor app de táxi hoje! Recomendo,5,1
"Pior app! Nunca consigo completar uma chamada! Trava , taxistas cancelam! Nao recomendo! Desconto nao funciona!",1,0
"Muito lento e só trava, vontade de deletar depois que o taxista não vem !!!",1,0
Ótimas promoções!,5,1
Usei 5 vezes e deu tudo certo. Muito rápido e paguei com cartão.. Show!,5,1
"Qualquer aplicativo pode travar... Este não é diferente - e não trava frequentemente. Sempre usei e nunca tive problemas... Em SP, Fortaleza, Porto Alegre, Curitiba... Sempre funcionou!",4,1
Sempre da problema,1,0
"Ótimo aplicativo, muito bom e bem intuitivo! A integração com o FB é show! Vai uma dica para ser melhor! No histórico de corridas podia ter o valor da corrida! Assim facilita para quem precisa prestar contas com a empresa!",5,1
Nossa pessimo! Taxistas mal educados! Aplicativo trava! Prefiro usar o Easy taxi,1,0
"O App já era bom, agora com a parceria com a Claro Clube, que oferece 50% de desconto (limitado a R$25) na suas corridas, ele merece as 5 estrelas e minha indicação!",5,1
Utilizei hoje duas vezes e em menos de 10 min o taxi chegou! Maravilha! 😍,5,1
Não precisa de nenhum outro!!,5,1
"Não falha nunca e sempre me salva! 
Mais rápido que qualquer disk taxi!",5,1
"Muito fácil simples e sugestivo, melhor jeito de pedir taxi, parabéns pros desenvolvedores e pela ideia genial",5,1
"Todas as vezes que solicitei foi rápido, taxistas educados, ótimo.",5,1
App muito bom facilita tanto para o profissional quanto para os usuários de taxi!,5,1
Este app muda a vida das pessoas que precisam de taxi! Perfeito!!!,5,1
Muito bom!,5,1
Excelentemente ótimo,5,1
Excelente e muito prático. Nunca falhou comigo.,5,1
Funciona muito bem em SP,5,1
"Ja usei em alguns Estados e sempre funcionou bem, muito prático.",5,1
Melhor app de taxi!,5,1
Muito bom. Uso dia sim e dia não e nunca tive problemas.,5,1
Demais!,5,1
"Parabéns !!! Muito bom , eficiente !!! Meus parabéns",5,1
"Um dos melhores apps no qual já tive contato. Fácil, ágio, faz o que se propõe e mais!",5,1
Sempre que saio de qualquer lugar uso esse app,5,1
Aplicativo muito bom e com maior número de táxis disponíveis.,5,1
"Excelente serviço, tem funcionado bem. Ainda tenho que testar num dia de chuva.",5,1
Na minha opinião o 99 é o melhor App para pedir taxi.,5,1
Otimo,5,1
"Deveria ter como no aplicativo concorrente, como deixar comentários sobre os taxistas. Já tive alguns chamados cancelados nos últimos metros antes de chegar no pronto de partida. Isso me deixa emputecida! Em contrapartida, muitos dos taxistas são uns fofos. Simpatissisimos, adoraria  pontua los positivamente. Erecomenda los se possível.",5,1
"O app funciona direitinho. Mas muitas vezes o GPS nao funciona perfeitamente, o q acaba exigindo q vc digite o endereço. Deveria ter as funções de guardar os últimos endereços de onde vc chamou, ou pelo menos ter um endereço de ""casa"" por default. 
Ultimamente tenho tido dificuldade em conseguir taxis, assim como algumas corridas canceladas por taxistas, o que eh frustrante, mas não tem a ver com a funcionalidade do aplicativo.",4,1
"Fiquei impressionado com o serviço excelente funciona mesmo, muito seguro",5,1
Adorei...,5,1
Funciona !!!,5,1
"App funciona muito bem. Falta mesmo uma maneira de avaliar o taxista, peguei um hoje que pelo amor de Deus!",4,1
Você tem toda a segurança pois é enviado um email com as informações do taxista também é enviado a nota fiscal. Super recomendo.,5,1
"O serviço funciona muito bem. Você não perde tempo e ainda fica com os dados do taxista, caso esqueça algo no veículo. Realmente, quem criou este aplicativo merece elogios.",5,1
Serviço bastante eficiente. Recomendo.,5,1
Sugiro uma possibilidade de avaliar os taxistas.,5,1
Ja usei varias vezes e funciona.  Raramente o taxista cancela.,5,1
"App eh bom, mas recentemente os taxistas que chamo, falam que vao e nao aparecem, ai temos que cancelar a corrida e o 99taxis so penaliza quem cancela e nao o taxista que nao apareceu.",1,0
"Excelente aplicativo.
Interface amigável
Ótimo serviço de localização
Recomendo!!!",5,1
"Ótimo App! 
Recomendo!!!",5,1
Excelente!!,5,1
"Após 1 hora de espera e sem acesso à rede, 99 Táxis levou 5 mim e funcionou! Super recomendo!!!",5,1
Nunca mais usei rádio taxis,5,1
"Ha tempos aguardava uma oportunidade mais tranquila que me permitisse testar este servico.
Excelente, confiavel e seguro. Recomendo!",5,1
"muito bom aplicativo, fácil, intuitivo, prático... recomendo a todos que utilizam taxi... sem dúvidas o melhor jeito de chamar um taxi...",5,1
Uma das melhores idéias de app,5,1
"Muito bom aplicativo, mesmo quando usado no Rio aonde muitos taxistas fogem da corrida. Com o 99  nunca tive uma corrida recusada.",5,1
"O app é muito bom, mas deveria ter uma possibilidade de avaliar os taxistas pois já está ficando cansativo em 50% das corridas fica esperando o cara pq ele está fazendo outra coisa, aceitam corrida e vai abastecer, aceitam corrida e mandam mensagem que estão terminando a anterior, se eu quisesse esperar 20m eu iria de ônibus.",3,1
"O serviço não é 99, é 1000.
Tranquilo, rápido e fácil.
Recomendo",5,1
Já havia experimentado outros aplicativos para chamar taxi mas o Taxi99 superou minhas expectativas.,4,1
"Funciona perfeitamente, confiavel, facil de usar. Excelente.",5,1
Excelente app. Confiável e com uma base de táxis enorme.,5,1
Aplicativo excelente!,5,1
Perfeito. Usem sem medo.,5,1
"Olá, acho que uma boa funcionalidade é que após as corridas pudéssemos avaliar os taxistas. E que essa avaliação fosse visível para os usuários. Assim como os taxistas podem avaliar os clientes, e que isso também fique visível. Assim cada vez que uma das partes cancele a viagem isso seria pontuado. Muito taxista cancelando a viagem.",4,1
"Nos vacilos das cooperativas, ja salvou muito! Excelente",5,1
O melhor app para taxi.,5,1
Só falta cadastrar CC e automatizar a cobrança,4,1
Muito Bom!!! Rapido!!!,5,1
"esse aplicativo é muito bom, pode confiar.",5,1
Top!,5,1
Muito bom e eficiente. Nova versao com pagamento via paypal ficou melhor ainda!,4,1
"Prático, rápido e seguro",5,1
Voltou a ser fácil pegar taxi em sampa!!!,5,1
"Em SP
Meu ovo era na madrugada .. Usei o aplicativo e chegou super rápido .. Estão de parabéns ! Obrigado",5,1
O taxi vem muito rápido!,5,1
🔝🔝,5,1
"Ate agora, tenho tido boas experiencias c/ o App...",4,1
👍👍👍,5,1
"Tendo conquistado uma frota grande de taxistas, esse aplicativo encontra opções rápidamente. Eu costumava ficar procurando taxi na rua. Não mais. Parabéns aos desenvolvedores e empreendedores do aplicativo!",5,1
O app é excelente. Mas falta uma opção que busque por carros com bagageiro grande. Vale incluir em uma nova atualização.,4,1
Funciona mesmo!!,5,1
"Rapido e facil de ultilizar, 99 taxi ja me salvou muitas vezes! Com muitos taxistas cadastrados, é bem dificil que vc nao seja atendido.",5,1
O servico eh super util e funciona bem. Tem uma boa disponibilidade de taxistas em Sao Paulo.,5,1
"Rápido, as vezes chega antes do previsto. Cooperativas agora só a do aeroporto de Guarulhos...",5,1
Muito prático. Adeus ponto de Taxi.,4,1
Melhor aplicativo de taxi disparado,5,1
otimo aplicativo!,5,1
"Mesmo em Curitiba, onde a frota de táxis é pequena, a resposta é rápida e os taxistas confiáveis. Em dias de chuva complica um pouco, mas ainda assim, aprovado!",4,1
Mesmo com chuva!,1,0
Até agora me atendeu bem. Boa interface e entrega o que promete.,5,1
Excelente. Rápido e confiável. Recomendo.,3,1
Funciona melhor q qualquer empresa de taxi nunca falhou,5,1
"Eu perdi minha carteira de motorista e quando saio para beber algo com minha esposa só usamos esse app, nunca falhou, recomendo para quem quiser conforto e praticidade! 👋💢👊💢",5,1
"Ja usei varias vezes, nunca me deixou na mão. Altamente recomendável",5,1
"Muito bom, devia ter começado a utilizar antes.",5,1
"Pra quem curte ter controle na palma da mão, o 99 Taxi é ótimo para resolver pedidos emergenciais e em locais de difícil acesso.",5,1
Melhor jeito de chamar taxi sem ter que perder tempo esperando a central atender  o telefone!,5,1
Very convenient and reliable. Great service! // Muito confiável e conveniente. Ótimo serviço!,4,1
"Essa App é a pior de todas, apesar de ter bastante taxis cadastrados. Só conseguimos ver qual taxista aceitou a chamada, depois de confirmada. Não tem como ver histórico de corridas, fazer avaliação do taxista, etc. Prefiro o TaxiBeat!",1,0
Rápido !,5,1
Ótima app!,5,1
De viaje en brasil y funciono de maravilla. En menos de 1 minuto mi taxi llegó. Y lo mejor recibo electrónico.,5,1
Rápido e eficiente.,5,1
"Muito bom. Excelente, uso toda semana e em média o taxi demora menos de 7 minutos.",5,1
"Aplicativo muito bom! O taxi veio em apenas 10 minutos, recomendo!",5,1
"Excelente app, porem último update deteriorou qualidade do mapa (numeração de algumas ruas passaram a mostrar posição equivocada).",3,1
Eficiente e seguro!!!,5,1
"Eu não tenho do que reclamar, pois, estou satisfeito com o atendimento e rapidez!",4,1
"Dos app que usei é o mais eficiente, além de chegar rapidinho. Bacana também ver os taxistas, incluindo os mais velhos, curtindo o aplicativo. Típica situação ganha-ganha : )",5,1
Pode ficar melhor se tiver como avaliar e ser avaliado,5,1
"Nova versão muito pior p colocar endereço. Mais poluído tb.....

App funciona e uso muito mas piorou muito!!?

Review da versão antiga:
Funciona muito bem! Taxi vem rápido, acompanha pelo gps. Recomendo!",2,0
"Ambas as partes terem os dados transmite maior segurança e compromisso, teoricamente. Muito bom o aplicativo.",5,1
Muito prático e fácil de usar. Parabéns.,5,1
Excelente!,5,1
Excelente !Muito bom!Funciona!Rápido.,4,1
Táxi em 5 minutos na porta de casa!,5,1
"O taxi chegou em menos de 5 minutos!
Obrigado",5,1
"Todas as vezes que precisei usar fui muito bem atendida! Resposta rápida, bons motoristas e serviço confiável!",5,1
É meu braço direito no meus dias de rodízio e a noite.,5,1
Até agora excelente!!!,4,1
Ainda mais em Sao Paulo... Uma bela mao na roda!,5,1
segunda de manha com chuva! taxi chegou em 5 minutos,5,1
Gostei de todo serviço!,5,1
"Chega rápido. Além disso, os taxistas são simpáticos e dispostos a fazer o melhor caminho!",5,1
muito bom! as vezes demora um pouco mas em geral funciona bem,5,1
"O aplicativo é um dos mais úteis no meu iPhone, uso várias vezes por dia. Você pede um táxi, o mais próximo responde e vem até você. Simples assim. Mas como usuário frequente algumas coisa me incomodam: (1) não adianta reportar bugs, eles não respondem; (2) o próprio formulário para reportar bugs tem um bug: não envia a mensagem - vc é obrigado a enviar um e-mail, que eles não respondem; (3) o mapa tem muitos erros - minha casa, por exemplo, é reportada a uma quadra de seu local real, confundindo os motoristas, que reclamam bastante do aplicativo de GPS que usam do seu lado, atrasando o atendimento; (4) como os mapas têm erros, invariavelmente o usuário precisa corrigir o endereço apontado pelo GPS, sob pena de não ser localizado - seria interessante que o aplicativo desse a opção de cadastrar alguns endereços fixos em vez de ""chutar"" errado. Independentemente desses problemas o aplicativo cumpre o seu papel, e livrou usuários e taxistas da ""escravidão"" dos pontos fixos ou centrais de rádio-táxi, que além de caras para os taxistas exigiam um alto grau de paciência dos usuários.",3,1
Faltam taxistas em Curitiba,5,1
Excelente!!!!,5,1
Pegar taxi em São Paulo nunca foi tão fácil!,5,1
"Forma revolucionaria de pedir taxi!!!
Usei varias vezes e nunca falhou!!",5,1
"Pedi em Campinas, chegou na hora e funcionou muito bem!",5,1
"Estou muito satisfeito! Os taxistas também, ao contrário do Easy Taxi o 99 Taxi não cobra nenhuma taxa dos a taxistas!
Já usei três vezes e em 2 minutos o taxis está disponível!
Recebo um e-mail com o telefone e a placa do carro!

Adorei!!! Radio Taxi nunca mais!",5,1
"Pratico e eficiente, recomendo",4,1
Excelente,5,1
gostei. em sao paulo funciona muito bem,5,1
Baixei hj e achei muito bom e facil,5,1
Nao recebo o SMS com o codigo de confirmacao pra poder pedir um taxi,1,0
Todas as vezes que utilizo funciona muito bem. Ótimo aplicativo.,5,1
"O serviço e ótimo, indica o local que o taxi esta, o que e super útil para mim que tenho uma tia idosa. Assim posso acompanhar o trajeto do taxi ate a chegada dela em casa.

O serviço e melhor que o concorrente, porque além de tudo, nao cobra do taxista a taxa de chamada de 2 reais e indica apenas os motoristas que aceitam o seu tipo de pagamento. Ótimo para o dia que voce nao tem dinheiro na carteira.

Adorei",5,1
Um dos aplicativos mais úteis para um smartphone. Fácil de usar e seguro.,5,1
"Melhor que o EasyTaxi, porém falta a possibilidade de escolher um carro maior se estivermos em mais de 4, para não precisarmos usar 2 taxis",5,1
Nunca esperei mais que 5 minutos por um taxi!! O serviço é excelente!!,5,1
"Ótimo aplicativo, muito rápido e seguro.",5,1
Excelente,5,1
Gostei,5,1
"Funciona, mas acabei de ver pela visão do taxista que o aplicativo divulga o sobrenome e o número de telefone do passageiro para o taxista. Isso jamais deveria ser permitido, especialmente no país em que vivemos.",1,0
"O melhor app para chamar taxi! O mais justo , pratico e não cobra doa taxistas como outros apps!",5,1
Adorei e foi rapido!,5,1
Serviço nota 10!!!,5,1
Serviço Excelente muito bom,5,1
"Chuva, SP, atrasada... Salvou minha vida !",4,1
"Aplicativo ótimo! Uso sempre! Dos taxistas que peguei, sao sempre simpáticos, mandam mensagem para avisar q estão a caminho, ou se nao mandam, chegam rapidinho. Adorei essa nova tecnologia.",5,1
"Muito melhor que qualquer radio taxi. Em São Paulo é a melhor coisa, so uso o 99 para pedir taxi agora, rápido, confiável e de graça!",5,1
Otimo,5,1
Recomendo! Me salvou muitas vezes!,5,1
Muito bom mesmo,5,1
Super recomendo!,5,1
Execlente em sao paulo. Ainda nao tao conhecido no rio de janeiro. Agora sempre tem taxi em sp!,5,1
"Muito bom, rápido e pratico!",5,1
